category,date,developer,name,platforms,price,rate,reviews_numbers,tags
RPG Games,"1 Aug, 2022",Big Kitty Games,Solace Crafting,"win,linux",1134 руб.,Mostly Positive,789,"Survival,Open,World,Survival,Craft,Multiplayer,Crafting,Open,World,RPG,Base,Building,Online,Co-Op,Building,Sandbox,Adventure,Co-op,Fantasy,Singleplayer,PvE,Exploration,Third,Person,First-Person,Indie,Procedural,Generation"
Action Games,"1 Oct, 2019",LTTDY,SuperSmash: Physics Battle,win,None,Very Positive,746,"Action,Indie,Casual,Physics,Early,Access,Fighting,Funny,Multiplayer"
Indie Games,"12 Dec, 2017",BoneloafRocket Science,Gang Beasts,"win,mac,linux","1213,20 руб.",Very Positive,48594,"Funny,Physics,Multiplayer,Colorful,Party,Game,Local,Multiplayer,Party,Fighting,Comedy,3D,Fighter,Casual,Soundtrack,4,Player,Local,Co-op,Family,Friendly,Beat,'em,up,Memes,Third,Person,Singleplayer,Indie"
Action Games/Magicka - Official Franchise,"26 May, 2015",Pieces Interactive,Magicka 2,"win,mac,linux","2209,50 руб.",Very Positive,9059,"Magic,Co-op,Adventure,Multiplayer,Comedy,Action,Online,Co-Op,Funny,Local,Co-Op,RPG,Team-Based,Atmospheric,PvP,Fantasy,Local,Multiplayer,Open,World,Singleplayer,Gore,Memes,Isometric"
Simulation Games,"4 Jun, 2020",Bling Bling Games GmbH,Crafting Idle Clicker,win,None,Mixed,782,"Free,to,Play,Clicker,Casual,Strategy,Idler,Indie,Automation,Sandbox,Grand,Strategy,Management,Simulation,2D,Abstract,Top-Down,Building,Logic,Capitalism,Economy,Point,&,Click,Open,World"
Action Games/Shadow Warrior Franchise Franchise,"13 Oct, 2016",Flying Wild Hog,Shadow Warrior 2,win,3108 руб.,Very Positive,23287,"Action,Gore,Looter,Shooter,FPS,Co-op,Multiplayer,Ninja,Hack,and,Slash,Shooter,Swordplay,First-Person,Comedy,Open,World,Demons,Loot,Singleplayer,Funny,Adventure,Parkour,Memes"
Indie Games,"9 May, 2024",Double Dagger Studio,"Little Kitty, Big City",win,"1981,80 руб.",Overwhelmingly Positive,7788,"Cats,Cute,Wholesome,Exploration,Cozy,Sandbox,Family,Friendly,Comedy,Funny,Simulation,Indie,3D,Cartoony,Singleplayer,Open,World,Stylized,Colorful,Adventure,Nonlinear,3D,Platformer"
Action Games/Serious Sam Franchise Franchise,"24 Sep, 2020",Croteam,Serious Sam 4,win,1809 руб.,Very Positive,14118,"Action,Gore,FPS,Co-op,Shooter,Multiplayer,Violent,Adventure,Comedy,Singleplayer,Great,Soundtrack,First-Person,Blood,Fast-Paced,Classic,Indie,Difficult,Arena,Shooter,Open,World,Third-Person,Shooter"
Casual Games/Official Jackbox Games Franchise,"17 Oct, 2016","Jackbox Games, Inc.",The Jackbox Party Pack 3,"win,mac,linux","7185,20 руб.",Overwhelmingly Positive,4847,"Trivia,Local,Multiplayer,Multiplayer,Funny,Casual,Board,Game,Party,Game,Party,Comedy,Indie,Family,Friendly,Strategy,Co-op,Memes,4,Player,Local,Local,Co-Op"
Strategy Games/Ironhide Game Studio Franchise,"25 Jul, 2024",Ironhide Game Studio,Kingdom Rush 5: Alliance TD,"win,mac",1080 руб.,Very Positive,7756,"Strategy,Tower,Defense,2D,Cartoon,Cartoony,Singleplayer,Fantasy,Dragons,Building,Funny,Medieval,Indie,Action,Adventure,Comedy,Magic,Dark"
Action Games/Postal Franchise Franchise,"14 Apr, 2003",Running With Scissors,POSTAL 2,"win,linux",500 руб.,Overwhelmingly Positive,97773,"Violent,Dark,Humor,Open,World,Mature,First-Person,Funny,Comedy,Sandbox,Moddable,Third,Person,Gore,FPS,Action,Dark,Comedy,Multiplayer,Singleplayer,Shooter,Classic,Adventure,Satire"
Action Games,"10 Oct, 2007",Valve,Portal,win,"577,50 руб.",Overwhelmingly Positive,152426,"Puzzle,Puzzle,Platformer,First-Person,3D,Platformer,Singleplayer,Sci-fi,Comedy,Female,Protagonist,Physics,Funny,Action,Story,Rich,Classic,Platformer,Science,Atmospheric,Dark,Humor,Short,FPS,Adventure"
Simulation Games/tinyBuild Franchise,"25 Jan, 2022",NotGames,Not For Broadcast,win,220 руб.,Very Positive,9357,"Adventure,1980s,Choices,Matter,Dystopian,Simulation,Dark,Comedy,FMV,Story,Rich,Multiple,Endings,Management,Interactive,Fiction,Political,Sim,Choose,Your,Own,Adventure,Political,Atmospheric,Point,&,Click,Alternate,History,First-Person,Singleplayer,Indie"
Indie Games/Beautiful Glitch Franchise,"24 Apr, 2025",Beautiful Glitch,Monster Prom 4: Monster Con,"win,mac,linux",495 руб.,Overwhelmingly Positive,862,"Visual,Novel,Comedy,LGBTQ+,Multiplayer,Dating,Sim,Choices,Matter,Story,Rich,Dark,Humor,Funny,Multiple,Endings,Casual,Text-Based,Memes,Indie,Choose,Your,Own,Adventure,2D,Romance,Comic,Book,Fantasy,Parody"
Strategy Games/Top Indie Developers Franchise,"4 Oct, 2024",Door 407,Diplomacy is Not an Option,win,473 руб.,Very Positive,8295,"Strategy,Base,Building,Colony,Sim,Singleplayer,RTS,Sandbox,Management,City,Builder,Building,Difficult,Medieval,Action,RTS,Colorful,Tower,Defense,War,Combat,Adventure,Survival,Procedural,Generation,3D"
Adventure Games/Panic Franchise,"9 Feb, 2016",Campo Santo,Firewatch,"win,mac,linux",355 руб.,Very Positive,84358,"Adventure,Atmospheric,Story,Rich,Walking,Simulator,Mystery,First-Person,Singleplayer,Exploration,Open,World,Indie,Great,Soundtrack,Short,Horror,Comedy,Drama,Funny,Colorful,Thriller,Mature,Casual"
Casual Games,"23 Dec, 2015",Evil Tortilla Games,Who's Your Daddy?!,"win,mac","363,20 руб.",Very Positive,24368,"Funny,Multiplayer,First-Person,Comedy,Simulation,Online,Co-Op,Strategy,Dark,Humor,Co-op,Casual,Indie,Split,Screen,Action,Early,Access,Difficult,Sandbox,Survival,Third,Person,Adventure,Singleplayer"
Simulation Games/Cheesecake Dev Franchise,"23 Jan, 2025",Cheesecake Dev,Streamer Life Simulator 2,win,876 руб.,Very Positive,4603,"Early,Access,Simulation,Life,Sim,Immersive,Sim,First-Person,Web,Publishing,Open,World,Casual,Action,Economy,Singleplayer,Memes,Indie,Comedy,Replay,Value,Atmospheric,Hacking,Building,Funny,Character,Customization"
Adventure Games,"27 Apr, 2022",Crows Crows Crows,The Stanley Parable: Ultra Deluxe,"win,mac,linux",None,Very Positive,28789,"Multiple,Endings,Choices,Matter,Comedy,Walking,Simulator,Narration,First-Person,Singleplayer,Funny,Psychological,Horror,Exploration,3D,Story,Rich,Adventure,Casual,Mystery,Emotional,Dark,Humor,Atmospheric,Horror,Game,Development"
Adventure Games/House Party Franchise Franchise,"15 Jul, 2022","Eek! Games, LLC",House Party,win,"1342,08 руб.",Very Positive,13541,"Nudity,Mature,NSFW,Simulation,Sandbox,Choices,Matter,Story,Rich,Adventure,Comedy,Sexual,Content,Multiple,Endings,3D,Puzzle,Cinematic,Drama,Choose,Your,Own,Adventure,Life,Sim,LGBTQ+,Female,Protagonist,Singleplayer"
RPG Games,"13 Oct, 2023",Kit9 Studio,The Coffin of Andy and Leyley,win,None,Overwhelmingly Positive,27122,"Psychological,Dark,Comedy,Story,Rich,Multiple,Endings,Dark,Choices,Matter,Singleplayer,Horror,Visual,Novel,Demons,Drama,Adventure,Hand-drawn,RPGMaker,Puzzle,Female,Protagonist,RPG,Early,Access,Stylized,Exploration"
Adventure Games/Goat Simulator Franchise,"15 Feb, 2024",Coffee Stain North,Goat Simulator 3,win,3303 руб.,Overwhelmingly Positive,9109,"Exploration,Physics,Sandbox,Open,World,Character,Customization,Simulation,3D,Casual,Action-Adventure,Comedy,Cartoony,Adventure,Colorful,Multiplayer,Family,Friendly,Co-op,Local,Co-Op,Online,Co-Op,Singleplayer,Funny"
Adventure Games/11 bit studios Franchise,"2 May, 2024",Odd Meter,INDIKA,win,682 руб.,Very Positive,4958,"Surreal,Puzzle,Horror,Third,Person,Story,Rich,Psychedelic,Dark,Exploration,Psychological,Mature,Narration,Cinematic,Mystery,Adventure,Female,Protagonist,Linear,Singleplayer,Walking,Simulator,Conversation,Atmospheric"
Indie Games/DeadToast Entertainment Franchise,"20 Jun, 2019",DeadToast Entertainment,My Friend Pedro,win,142 руб.,Overwhelmingly Positive,23592,"Action,Indie,Shooter,Parkour,Bullet,Time,Violent,Great,Soundtrack,Gore,Singleplayer,Side,Scroller,Platformer,Fast-Paced,Funny,2D,Comedy,Blood,2.5D,Physics,Controller,Multiplayer"
RPG Games,"15 Sep, 2015",tobyfox,Undertale,"win,mac,linux",None,Overwhelmingly Positive,239677,"Great,Soundtrack,Story,Rich,Choices,Matter,Multiple,Endings,Pixel,Graphics,Funny,RPG,Singleplayer,Indie,2D,Comedy,Replay,Value,Bullet,Hell,Cute,Memes,Retro,Dark,Psychological,Horror,Dating,Sim,Horror"
Casual Games,"21 Apr, 2024",Terletski GamesRIKANIMATION,An alt girl for skoof,"win,mac,linux",93 руб.,Very Positive,8644,"Visual,Novel,Sexual,Content,Anime,Hentai,Psychological,Horror,Multiple,Endings,Casual,Memes,Comedy,2D,Singleplayer,Narration,Mature,Souls-like,Parody,Indie,Story,Rich,Horror,Nudity,Family,Friendly"
Simulation Games/Landfall Games Franchise,"1 Apr, 2021",Landfall,Totally Accurate Battle Simulator,"win,mac","1531,20 руб.",Overwhelmingly Positive,126373,"Sandbox,Simulation,Funny,War,Physics,Strategy,Singleplayer,Realistic,Indie,Adventure,Colorful,Fantasy,3D,Comedy,Action,Historical,Family,Friendly,Wargame,Cute,Memes"
Massively Multiplayer Games,"1 Feb, 2017",VRChat Inc.,VRChat,win,None,Mostly Positive,238503,"VR,Free,to,Play,Multiplayer,Anime,Memes,Funny,Massively,Multiplayer,First-Person,Open,World,Early,Access,Simulation,Casual,Adventure,MMORPG,Comedy,Sandbox,Dating,Sim,Survival,Horror,Action,Atmospheric"
Indie Games,"8 Sep, 2022",ChaniMK,Odd Guy Meets Odd Farmers - Comedy Boys Love (BL) Visual Novel,"win,mac,linux",1404 руб.,Positive,15,"Casual,Dating,Sim,Interactive,Fiction,Visual,Novel,Anime,Text-Based,LGBTQ+,Agriculture,Comedy,Funny,Nature,Relaxing,Romance,Multiple,Endings,Story,Rich,Singleplayer,Wholesome,Indie,Sexual,Content,Simulation"
Adventure Games,"23 Apr, 2025",Too Kyo GamesMedia.Vision Inc.,The Hundred Line -Last Defense Academy-,win,None,Very Positive,1510,"Multiple,Endings,Adventure,Story,Rich,Anime,Dark,Humor,Turn-Based,Strategy,Dark,Comedy,Visual,Novel,Dystopian,Turn-Based,Tactics,Survival,Psychological,Horror,Simulation,Atmospheric,Soundtrack,Singleplayer,Memes,Psychedelic,Conspiracy,Sci-fi"
Indie Games/Nyu Media Franchise,"8 Nov, 2012",773,Cherry Tree High Comedy Club,win,None,Very Positive,581,"Visual,Novel,Anime,Indie,Comedy,Adventure,Female,Protagonist,RPG,Singleplayer,Cute,Simulation,RPGMaker,Dating,Sim"
Adventure Games,To be announced,Tiny Mold,Mayonez - Dark Comedy Slav Adventure RPG,win,None,,,"Adventure,RPG,Indie"
Action Games,"20 Sep, 2018",Rebuilt Games,Pummel Party,win,None,Very Positive,42620,"Multiplayer,Funny,Online,Co-Op,4,Player,Local,Board,Game,Party,Game,Minigames,Local,Multiplayer,Casual,Co-op,Party,Local,Co-Op,Action,Indie,Comedy,Tabletop,Controller,Gore,Colorful,Singleplayer"
Indie Games,"29 Nov, 2006",Facepunch Studios,Garry's Mod,"win,mac,linux","3547,80 руб.",Overwhelmingly Positive,993594,"Sandbox,Moddable,Multiplayer,Physics,Building,Casual,Funny,First-Person,Singleplayer,FPS,Simulation,Comedy,Online,Co-Op,Shooter,Co-op,Action,Indie,PvP,Realistic,Exploration"
Adventure Games,"22 Aug, 2024",Scarecrow Studio,3 Minutes to Midnight® - A Comedy Graphic Adventure,"win,mac,linux","1318,80 руб.",Very Positive,178,"Adventure,Point,&,Click,Comedy,Singleplayer,Puzzle,Funny,Story,Rich,2D,Hand-drawn,Cartoon,Choices,Matter,Nostalgia,Robots,Drama,Family,Friendly,Colorful,1990's,Cult,Classic,Retro,Classic"
RPG Games,"11 Aug, 2024",George Manavalan,InfernHells: A Divine Comedy,win,None,1 user reviews,1,"RPG,Casual,Turn-Based,Strategy,2D,Adventure,Pixel,Graphics,Dungeon,Crawler,Action,Top-Down,Action,RPG,JRPG,CRPG,Strategy,RPG,Exploration,Side,Scroller,Tactical,RPG,Anime,Colorful,Cute,Atmospheric"
Strategy Games,"16 Oct, 2023",Zbuki Games,Zbuki Zoo Strategic Comedy,win,None,,,"Strategy,Comedy,Real,Time,Tactics,Turn-Based,Combat,Management,Exploration,Base,Building,Funny,Memes,Singleplayer,Multiplayer,Tactical,RTS,Logic,Hidden,Object,2D,Tutorial,Action,Controller,Hex,Grid"
Simulation Games,"24 Jul, 2020",Great Gretuski Studios,Love Spell: Written In The Stars - a magical romantic-comedy otome,"win,mac,linux",None,Very Positive,189,"Otome,Romance,Visual,Novel,Cute,Dating,Sim,Sexual,Content,Female,Protagonist,Magic,Anime,Multiple,Endings,Fantasy,Simulation,Casual,Comedy,Colorful,Choices,Matter,Tutorial,Narration,Emotional,Beautiful"
Action Games,To be announced,Macon GamesNoobOGames,Undivine Comedy: Hank's Inferno,win,None,,,"Action,Roguelike,Roguelike,Funny,Dark,Comedy,Dark,Humor,Action,Story,Rich,RPG,Co-op,Colorful,3D,Stylized,Fantasy,LGBTQ+,Pirates,Supernatural,Combat,Hack,and,Slash,Co-op,Campaign,Local,Co-Op"
Casual Games/Neoclassic Games Franchise,"27 May, 2021",Neoclassic Games,Casina: The Forgotten Comedy,win,"288,90 руб.",Mostly Positive,40,"Visual,Novel,Interactive,Fiction,Anime,Choose,Your,Own,Adventure,Romance,Story,Rich,Funny,Multiple,Endings,Cute,Comedy,Adventure,Fantasy,2D,Historical,Choices,Matter,Narration,Immersive,Sim,Casual,Singleplayer,Mythology"
Action Games,To be announced,Alchemy Games,Sin Squad: Stealth Assassins,win,None,,,"Stealth,Action,Assassin,Comic,Book,Immersive,Sim,3D,Strategy,Underground,Action-Adventure,Singleplayer,Exploration,Stylized,Third-Person,Shooter,Third,Person,Crime,Controller,Physics,PvE,Nonlinear,Gore"
Strategy Games,"27 Dec, 2024",Star Street Wanderer,Master of Stealth,win,None,,,"Casual,Strategy,Trivia,Strategy,RPG,3D,Platformer,Exploration,3D,First-Person,Isometric,Indie,Third,Person,Tactical,Linear,Singleplayer"
Action Games,Coming soon,Square Dynamics Ltd.,Alternator: Tactical Stealth Operations,win,None,,,"Action,Adventure,Early,Access"
Adventure Games,"2 Sep, 2015",Trav Nash,Comedy Quest,win,None,Very Positive,303,"Free,to,Play,Casual,Adventure,Indie,Point,&,Click,Comedy,Multiplayer,Pixel,Graphics,Funny,Retro,Short"
Action Games,Coming soon,Sky Yurt,Stealth Kill VR Missions,win,None,,,"VR,Stealth,Action,Shooter,Singleplayer,Adventure,Tactical,Assassin,Sci-fi,Artificial,Intelligence,Conspiracy,Dystopian,Sandbox,FPS,Futuristic,Atmospheric,3D,Combat,First-Person,Military"
Action Games,Coming soon,Semaeopus,OFF GRID : Stealth Hacking,"win,mac,linux",None,,,"Hacking,Stealth,Cyberpunk,Programming,Immersive,Sim,Dystopian,Political,Politics,Conspiracy,Story,Rich,Artificial,Intelligence,Exploration,Third,Person,Realistic,Investigation,Beautiful,Action-Adventure,Moddable,Conversation,Action"
Action Games,Coming soon,iwilliams,Exfiltrator: Cyber Stealth Missions,"win,linux",None,,,"Action,Stealth,Action-Adventure,Retro,Old,School,Third,Person,Tactical,Singleplayer,3D,Cyberpunk,Stylized,Futuristic,Robots,Top-Down,Controller,Female,Protagonist,Top-Down,Shooter"
Action Games,"5 Jan, 2024",HapGames,Stealth Assault: Urban Strike,win,"1137,42 руб.",Mostly Positive,12,"Hero,Shooter,FPS,Shoot,'Em,Up,Sports,Sniper,Military,War,RPG,Shooter,Strategy,Action,RPG,3D,First-Person,Action,Bullet,Time,Simulation,Combat,Inventory,Management,Singleplayer,Violent"
Indie Games/Visumeca Games Franchise,"19 Feb, 2021",Visumeca Games,Volt Patrol - Stealth Driving,win,None,Positive,32,"Stealth,Driving,Puzzle,Funny,Atmospheric,Comedy,Indie,Dark,Sci-fi,Exploration,Short,Third,Person,Action,3D,Singleplayer,Minimalist,3D,Vision,2D"
Action Games,Coming soon,RainSoft,Bolt Action Stealth,win,None,,,"Action,Sniper,Stealth,Shooter,VR,Horror,Atmospheric,Thriller,Hidden,Object,Puzzle,Platformer,Physics,Stylized,Dark,Humor,Aliens,Zombies,Colorful,FPS,First-Person,Linear,Singleplayer"
Simulation Games,"1 Jan, 1988","MicroProse Software, Inc",F-19 Stealth Fighter,"win,linux",80 руб.,Very Positive,76,"Simulation,Flight,Stealth,Classic,Retro"
Action Games,"18 Nov, 2024",Vincent Lopes-Vicente,Stealth Syndicate,"win,mac,linux",None,8 user reviews,8,"Social,Deduction,Local,Multiplayer,Indie,Assassin,2D,Replay,Value,Detective,Action,PvP,Pixel,Graphics,Battle,Royale,Multiplayer,4,Player,Local,Stealth,Arcade,Top-Down,Top-Down,Shooter,Cyberpunk,Local,Co-Op,Combat,Racing"
Action Games,"2 Apr, 2020",YAOYICHEN,Stealth Master,win,None,1 user reviews,1,"Action,Indie,RPG,Strategy,Gore,Violent,Stealth,Third-Person,Shooter,Blood,Building"
Racing Games,"2 Sep, 2022",halfmule,Stealth Kart,win,None,1 user reviews,1,"Stealth,Real,Time,Tactics,Local,Co-Op,Family,Friendly,Cute,Linear,Co-op,Action,Puzzle,Tactical,Aliens,Controller,Arcade,3D,Casual,Driving,Combat,Racing,Local,Multiplayer,Vehicular,Combat,Cartoon"
Action Games,"4 Feb, 2019",Core Gear,隐-Stealth,win,None,4 user reviews,4,"Action,Adventure,RPG,Indie,Stealth"
Action Games,"5 Mar, 2025",Verona Interactive,Subzero Stealth,win,None,6 user reviews,6,"Early,Access,Third-Person,Shooter,Action,Survival,Stealth,Tactical,Military,Open,World,Shooter,Assassin,Third,Person,Realistic,Atmospheric,Driving,Shoot,'Em,Up,Physics,Adventure,War,Snow,Cinematic"
Simulation Games,Coming soon,Jimmy Arcade Limited,Stealth Fighter DEX,win,None,,,"Flight,Wargame,Simulation,Military,War,Cold,War,Stealth,3D,Vehicular,Combat,Tactical,1980s,1990's,Combat,Singleplayer"
Indie Games,"7 Apr, 2025",Agon Games,Stealth Strike,"win,linux",None,1 user reviews,1,"Action,Simulation,Action-Adventure,3D,First-Person,Stylized,Heist,Stealth,PvE,Team-Based,Singleplayer,Indie,Co-op,Multiplayer,Online,Co-Op,Co-op,Campaign"
Indie Games,"1 Nov, 2024",Orazio Principe,Stealth Raider,win,None,2 user reviews,2,"Metroidvania,Souls-like,Roguelite,Puzzle,Action,RPG,RPG,3D,Third,Person,Isometric,Choices,Matter,Hand-drawn,Pixel,Graphics,Dark,Fantasy,Fantasy,Gothic,Action,Stealth,Atmospheric,Adventure,Mystery"
Strategy Games/SC Jogos Franchise,"30 Jan, 2017",SC Jogos,Ninja Stealth 2,win,273 руб.,Mixed,585,"Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Sequel,Retro,Multiple,Endings"
Strategy Games/SC Jogos Franchise,"16 Aug, 2021",SC Jogos,Ninja Stealth 4,win,273 руб.,Mostly Positive,115,"Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Sequel,Short,Sexual,Content"
Indie Games/Curve Games Franchise,"28 Nov, 2012",Curve Studios,Stealth Bastard Deluxe,"win,mac,linux",27 руб.,Very Positive,684,"Stealth,Platformer,Indie,Puzzle,Action,Singleplayer,2D,GameMaker,Difficult,Fast-Paced,Great,Soundtrack,Puzzle,Platformer,Pixel,Graphics,Level,Editor,Gore"
Action Games,"29 Apr, 2023",NIK Studios,Winter Stealth,win,None,Positive,12,"Adventure,Action,Puzzle,Action,RPG,Walking,Simulator,Side,Scroller,Pixel,Graphics,Atmospheric,Linear,Singleplayer"
Indie Games,Coming soon,SandWaveDev,StealthTag,win,None,,,"Social,Deduction,Stealth,Multiplayer,Casual,Parkour,3D,Platformer,Medieval,PvP,Arcade,3D,Detective,Indie,Logic,Investigation,Mystery,Combat"
Strategy Games/SC Jogos Franchise,"30 Apr, 2024",SC Jogos,Ninja Stealth 5,win,273 руб.,Mostly Positive,44,"Strategy,Indie,Stealth,Casual,Ninja,Action-Adventure,Difficult,Puzzle,2D,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Sequel,Short"
Action Games,"29 Apr, 2016",Reddoll Srl,Stealth Labyrinth,win,"252,80 руб.",Mixed,29,"Indie,Action,Stealth,VR,Sci-fi,Singleplayer,Strategy,FPS,Military,Difficult"
Action Games,To be announced,Turtlecode Labs,Stealth Gun,win,None,,,"Party,Game,FPS,Stealth,Team-Based,Minimalist,Multiplayer,Funny,Fast-Paced,Action,PvP,Shooter,Indie,Competitive,Tactical,Casual,3D,First-Person,Combat,Party,Stylized"
Strategy Games/SC Jogos Franchise,"4 Jun, 2016",SC Jogos,Ninja Stealth,win,21 руб.,Mostly Positive,822,"Stealth,Strategy,Ninja,Indie,Casual,Action-Adventure,Difficult,2D,Puzzle,Top-Down,Singleplayer,Action,Collectathon,Martial,Arts,Logic,Adventure,Arcade,Shooter"
Action Games,"31 Oct, 2023",RP Game Design Pty Ltd,The Police Mystery,win,None,Mostly Positive,56,"Action,Adventure,Sexual,Content,Exploration,3D,Action-Adventure,Third,Person,First-Person,Magic,Open,World,Surreal,Singleplayer,NSFW,Hentai,Mature,Nudity,Psychological,Horror"
Casual Games,"1 Aug, 2024",SQRT3GameHouse,Delicious - Mansion Mystery,"win,mac",None,Positive,13,"Adventure,Casual,Strategy,Action-Adventure,Point,&,Click,Time,Management,2D,Cartoony,Comedy,Drama,Mystery,Fantasy,Story,Rich,Narration,Tutorial,Singleplayer"
Adventure Games/HeR Interactive Franchise,"20 Jun, 2024",HeR Interactive,Nancy Drew®: Mystery of the Seven Keys™,"win,mac",None,Mixed,224,"Mystery,Puzzle,Detective,Point,&,Click,Investigation,Female,Protagonist,Adventure,Exploration,Casual,Singleplayer,3D,First-Person,Atmospheric,Realistic,Conspiracy,Logic,Conversation,Story,Rich,Hacking,Based,On,A,Novel"
Indie Games,July 2025,Mystery Trails Team,Mystery Trails,win,None,,,"Adventure,Action,Puzzle,Walking,Simulator,Choose,Your,Own,Adventure,Immersive,Sim,First-Person,Realistic,3D,Beautiful,Snow,Nature,Atmospheric,Mystery,Narration,Choices,Matter,Multiple,Endings,Singleplayer,Indie"
Action Games/Snail Games USA Franchise,"25 Oct, 2023",Studio WildcardGrove Street GamesInstinct Games,ARK: Survival Ascended,win,"5558,40 руб.",Mixed,67657,"Early,Access,Survival,Open,World,Multiplayer,Dinosaurs,Building,Adventure,Base,Building,Crafting,Action,Sandbox,Character,Customization,Singleplayer,PvE,PvP,Massively,Multiplayer,Inventory,Management,RPG,Fantasy,Sci-fi"
