category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Strategy Games,To be announced,RumDrunkGames AB,Mutanoid - The Card Game,win,None,,,"Deckbuilding,Roguelike,Card,Battler,Turn-Based,Tactics,Team-Based,PvE,Casual,Post-apocalyptic,Comic,Book,Card,Game,Roguelite,Procedural,Generation,Strategy,Turn-Based,Combat,2.5D,2D,Dark,Humor,Choices,Matter,Multiple,Endings,Colorful"
Strategy Games,"7 Mar, 2019",M♂NLY,GACHIMUCHI The Card Game,win,"3,99zł",Mixed,12,"Casual,Sexual,Content,Nudity,Indie,Strategy,Simulation,Sports,Adventure,RPG,Violent,Card,Game,Memes,Fast-Paced,Comedy,Singleplayer,Futuristic,Story,Rich,Great,Soundtrack,Sci-fi,Survival,Horror"
Free To Play Games,"13 Feb, 2018",ReaverGames,Runewards: Strategy Card Game,win,Free To Play,Mixed,65,"Free,to,Play,Strategy,RPG,Card,Game,Trading,Card,Game,2D,MMORPG,Turn-Based,Tactics,First-Person,3D,Fantasy,Magic,Retro,Deckbuilding,PvP,Multiplayer,Singleplayer,Co-op,Co-op,Campaign,Turn-Based"
Indie Games,"21 May, 2019",James Wolf,World Leader Card Game,"win,mac",Free,Mostly Positive,17,"Strategy,Indie,Casual"
Strategy Games,"15 May, 2024",Kings and Catapults,Spartacus Card Game,win,"22,99zł",1 user reviews,1,"Strategy,Card,Battler,Card,Game,2D,Rome,Combat,Local,Multiplayer,Singleplayer"
Casual Games,"3 Apr, 2018",Hotovo,Famousity Card Game,"win,mac,linux","10,99zł",4 user reviews,4,"Indie,Casual,Card,Game,Multiplayer"
Casual Games,"17 Sep, 2020",Horrible Guild,Similo: The Card Game,"win,mac","10,99zł",Mixed,31,"Casual,Card,Game,Tabletop,Board,Game,Comic,Book,Social,Deduction,Cute,Puzzle,Cartoony,Hand-drawn,Colorful,Family,Friendly,Cartoon,Design,&,Illustration,Co-op,Local,Co-Op,Local,Multiplayer,Multiplayer,Online,Co-Op,2D"
Strategy Games,"7 Feb, 2020",Games Revolted,PHAGEBORN: Online Card Game,win,Free To Play,Mostly Positive,129,"Deckbuilding,Card,Game,Card,Battler,PvP,Turn-Based,Turn-Based,Strategy,Dark,Fantasy,Board,Game,RPG,Free,to,Play,Strategy,Action,Casual,Fantasy,Magic,Tactical,Multiplayer,Singleplayer,Early,Access,Adventure"
Adventure Games/Old School Vibes Games Franchise,"15 Dec, 2022",Old School VibesMotion Game Studio,Instinct War - Card Game,win,"4,49zł",Positive,34,"Roguelike,Strategy,Card,Game,Dungeon,Crawler,Turn-Based,Combat,Turn-Based,Tactics,Roguelite,Hand-drawn,Choices,Matter,Inventory,Management,Board,Game,Fantasy,Medieval,Female,Protagonist,Dark,Fantasy,Comic,Book,Card,Battler,Casual,Turn-Based,Strategy,Procedural,Generation"
Strategy Games,"4 Jan, 2023",NetEase Games,Onmyoji：the card game,win,Free To Play,Mixed,82,"Strategy,Casual,Card,Game,2D,Anime,PvP,Turn-Based,Combat,Combat,Massively,Multiplayer,Free,to,Play,Online,Co-Op,Multiplayer,Turn-Based"
Indie Games,"12 Dec, 2023",Drarryl,Egyptian Ratslap - Card Game,win,Free To Play,Positive,10,"Casual,Card,Game,Clicker,2D,Logic,Tabletop,Singleplayer,Free,to,Play,Indie,Simulation"
Free To Play Games,"26 Jul, 2017",InPatience,Onirim - Solitaire Card Game,win,Free To Play,Very Positive,246,"Free,to,Play,Casual,Strategy,Card,Game,Board,Game"
Strategy Games,"15 Apr, 2020",1939 Games,KARDS - The WW2 Card Game,win,Free To Play,Mostly Positive,37594,"Free,to,Play,Card,Game,World,War,II,Trading,Card,Game,Wargame,PvP,Turn-Based,Strategy,Board,Game,Strategy,Top-Down,Turn-Based,Combat,Deckbuilding,Historical,Tanks,Multiplayer,Military,War,Casual,Realistic,Singleplayer"
Casual Games,Coming soon,Dandy Rat Studio,Olden: Card Game,win,None,,,"Adventure,Card,Game,Strategy,PvP,Turn-Based,Combat,Dark,Fantasy,Magic,Grand,Strategy,Crafting,Clicker,Abstract,Dark,Destruction,Fantasy,Medieval,Turn-Based,Tactics,Mystery,Board,Game,Casual,3D"
Indie Games,"14 Nov, 2021",Finol Digital LLC,Card Game Simulator,"win,mac,linux",Free,Mixed,31,"Simulation,Card,Game,Casual,Strategy,Tabletop,Trading,Card,Game,Deckbuilding,2D,Multiplayer,Local,Multiplayer,Free,to,Play,Indie,Singleplayer,PvP,Solitaire,Card,Battler"
Strategy Games,To be announced,Magitech Games,Ole - Card Game,win,None,,,"Tactical,Cartoony,Colorful,Indie,Card,Game,Roguelike,Deckbuilder,Turn-Based,Tactics,Deckbuilding,Trading,Card,Game,Turn-Based,Combat,Card,Battler,Character,Customization,PvP,Roguelike,Turn-Based,Strategy,Roguelite,Top-Down,Football,(Soccer),Board,Game,Strategy"
Strategy Games,"15 Nov, 2018",Dire Wolf,Eternal Card Game,"win,mac",Free To Play,Mostly Positive,6938,"Free,to,Play,Card,Game,Card,Battler,Strategy,Deckbuilding,Casual,Massively,Multiplayer,Trading,Card,Game,Multiplayer,Singleplayer,Early,Access,Turn-Based,PvP,Fantasy"
Strategy Games,"20 Feb, 2020","Wise Wizard Games, LLC",Epic Card Game,win,Free To Play,Mostly Positive,136,"Strategy,Card,Game,Card,Battler,Multiplayer,Fantasy,Free,to,Play,Asynchronous,Multiplayer,Board,Game"
Indie Games,Coming soon,Spartan GG'S,Rifters: Card Game,"win,mac",None,,,"Adventure,Casual,Strategy,Card,Game,Card,Battler,Trading,Card,Game,3D,2D,Building,Comedy,Cyberpunk,Fantasy,Magic,Mystery,Sci-fi,Deckbuilding,Tabletop,Multiplayer,4,Player,Local,Free,to,Play"
Strategy Games/Total War Official Franchise,"24 May, 2016",CREATIVE ASSEMBLYFeral Interactive (Linux)Feral Interactive (Mac),Total War: WARHAMMER,"win,mac,linux","254,99zł",Mostly Positive,31594,"Strategy,Fantasy,RTS,War,Turn-Based,Strategy,Games,Workshop,Grand,Strategy,Multiplayer,Tactical,Dark,Fantasy,Action,Singleplayer,Turn-Based,Dwarf,Atmospheric,Co-op,Story,Rich,Open,World,RPG,Gore"
Action Games,"13 Mar, 2020",Undead Labs,State of Decay 2: Juggernaut Edition,win,"11,74zł",Very Positive,52334,"Survival,Open,World,Zombies,Base,Building,Multiplayer,Co-op,Online,Co-Op,Post-apocalyptic,Simulation,Action,RPG,Sandbox,Third,Person,Singleplayer,Gore,Horror,Perma,Death,Violent,Replay,Value,Atmospheric"
Action Games,"28 May, 2024",RedCandleGames,Nine Sols,"win,mac","138,99zł",Overwhelmingly Positive,24123,"Metroidvania,Souls-like,Difficult,Action,Platformer,2D,Hand-drawn,Atmospheric,Adventure,Cats,Story,Rich,Indie,Dark,Fantasy,Gore,Sci-fi,Mythology,Singleplayer,Martial,Arts,Action-Adventure,Comic,Book"
RPG Games/Red Hook Studios Franchise,"8 May, 2023",Red Hook Studios,Darkest Dungeon® II,"win,mac","184,99zł",Mostly Positive,19531,"Turn-Based,Tactics,Roguelite,Dungeon,Crawler,Dark,Fantasy,Lovecraftian,Singleplayer,Roguelike,Perma,Death,Turn-Based,CRPG,Story,Rich,Turn-Based,Combat,Party-Based,RPG,2D,Hand-drawn,Gothic,Procedural,Generation,RPG,Turn-Based,Strategy,Stylized"
Adventure Games/PlayStation Studios™ Franchise,"19 Oct, 2022",Naughty Dog LLCIron Galaxy Studios,UNCHARTED™: Legacy of Thieves Collection,win,"219,00zł",Very Positive,18795,"Adventure,Action-Adventure,Story,Rich,Singleplayer,Third,Person,Third-Person,Shooter,Puzzle,Multiplayer,Action,Exploration,Shooter,Controller,Cinematic,Parkour,Stealth,Atmospheric,Female,Protagonist,Combat,Platformer,Funny"
Action Games/Rockstar Games Franchise,"29 Oct, 2024",Rockstar GamesDouble Eleven,Red Dead Redemption,win,"36,00zł",Very Positive,9108,"Open,World,Western,Story,Rich,Singleplayer,Action,Zombies,Action-Adventure,Third-Person,Shooter,Atmospheric,Great,Soundtrack,Adventure,3D,Shooter,Third,Person,Narration,Sexual,Content,Classic,Blood,Gore,Nudity"
Simulation Games/Frontier Developments Franchise,"2 Apr, 2015",Frontier Developments,Elite Dangerous,win,"91,99zł",Mostly Positive,75931,"Space,Sim,Space,Open,World,Exploration,Sci-fi,Simulation,Massively,Multiplayer,Multiplayer,VR,First-Person,Action,Adventure,Sandbox,Online,Co-Op,Singleplayer,Trading,RPG,Difficult,Strategy,TrackIR"
RPG Games,"5 Jul, 2016",Playata GmbH,Hero Zero - Multiplayer RPG,win,Free To Play,Very Positive,3688,"Free,to,Play,RPG,Casual,Adventure,Massively,Multiplayer,Indie,Strategy,Superhero,Multiplayer,Funny,Clicker,Horror,Illuminati,Survival,2D,Open,World,Online,Co-Op,Singleplayer,Action-Adventure,Action,RPG"
Action Games,2025,Obsidian Entertainment,The Outer Worlds 2,win,None,,,"RPG,Action,RPG,Exploration,Open,World,First-Person,Singleplayer,Adventure,Action,LGBTQ+,Political"
Free To Play Games,"28 Apr, 2025",Infold Games,Infinity Nikki,win,Free To Play,Mixed,4271,"Open,World,Co-op,RPG,Simulation,Fantasy,Action,Character,Customization,Lore-Rich,JRPG,Action,RPG,Adventure,Post-apocalyptic,Turn-Based,Combat,Narration,Dark,Fantasy,Realistic,Exploration,3D,Story,Rich,Female,Protagonist"
Adventure Games/DON'T NOD Franchise,"18 Feb, 2025",DON'T NOD,Lost Records: Bloom & Rage,win,"184,99zł",Very Positive,3104,"LGBTQ+,Choices,Matter,Female,Protagonist,1990's,Story,Rich,Mystery,Multiple,Endings,Atmospheric,Interactive,Fiction,Cinematic,Third,Person,3D,Stylized,Psychological,Dynamic,Narration,Nature,Romance,Adventure,Surreal,Conversation"
Indie Games/Grey Alien Games Franchise,"7 Dec, 2017",Grey Alien Games,Shadowhand: RPG Card Game,"win,mac","19,49zł",Very Positive,653,"CRPG,Visual,Novel,Character,Customization,Historical,Card,Battler,Turn-Based,Combat,Solitaire,Puzzle,Casual,Turn-Based,Turn-Based,Strategy,Card,Game,Female,Protagonist,RPG,Strategy,Relaxing,Deckbuilding,Story,Rich,Loot,2D"
Strategy Games/Hooded Horse Franchise,"20 Mar, 2025",Digital Sun,Cataclismo,win,"64,99zł",Very Positive,3140,"Strategy,Base,Building,Simulation,RTS,City,Builder,Grand,Strategy,Building,Tactical,Sandbox,Management,Moddable,Historical,Open,World,4X,Singleplayer,War,Resource,Management,Economy,Replay,Value,Real-Time,with,Pause"
Strategy Games/Total War Official Franchise,"28 Sep, 2017",CREATIVE ASSEMBLYFeral Interactive (Mac)Feral Interactive (Linux),Total War: WARHAMMER II,"win,mac,linux","254,99zł",Very Positive,84146,"Strategy,Fantasy,Turn-Based,Strategy,RTS,Grand,Strategy,War,Multiplayer,Games,Workshop,Action,Turn-Based,Singleplayer,Dark,Fantasy,Co-op,Tactical,Real,Time,Tactics,Story,Rich,Atmospheric,Dwarf,Dinosaurs,Great,Soundtrack"
RPG Games/DECK13 Interactive Franchise,"15 Oct, 2024",Just2D,Drova - Forsaken Kin,"win,mac,linux","89,99zł",Overwhelmingly Positive,6513,"RPG,Exploration,Action,RPG,2D,Character,Customization,Pixel,Graphics,CRPG,Open,World,Choices,Matter,Souls-like,Dark,Fantasy,Action,Story,Rich,Dynamic,Narration,Fantasy,Magic,Singleplayer,Mystery,Adventure,Atmospheric"
Strategy Games/Proxy Studios Franchise,"8 Nov, 2024",Proxy Studios,ZEPHON,"win,linux","106,16zł",Very Positive,1132,"Strategy,Turn-Based,Tactical,4X,Multiplayer,Sandbox,Lovecraftian,Co-op,Procedural,Generation,Sci-fi,RPG,Turn-Based,Combat,Turn-Based,Strategy,Turn-Based,Tactics,Grand,Strategy,Post-apocalyptic,Horror,Cyberpunk,Simulation,Base,Building"
Adventure Games/Black Tabby Games Franchise,"23 Oct, 2023",Black Tabby Games,Slay the Princess — The Pristine Cut,"win,mac,linux","30,00zł",Overwhelmingly Positive,21979,"Visual,Novel,Choices,Matter,Psychological,Horror,Horror,Choose,Your,Own,Adventure,Story,Rich,CRPG,Lore-Rich,Simulation,Point,&,Click,First-Person,Hand-drawn,Romance,Interactive,Fiction,Dating,Sim,Singleplayer,Adventure,Comic,Book,RPG,Dark,Humor"
Indie Games,"1 Aug, 2017",Hinterland Studio Inc.,The Long Dark,"win,mac,linux","59,99zł",Very Positive,97386,"Survival,Open,World,Survival,Craft,Open,World,Exploration,Atmospheric,Singleplayer,First-Person,Adventure,Crafting,Sandbox,Simulation,Post-apocalyptic,Indie,Walking,Simulator,Survival,Horror,Strategy,Difficult,Co-op,Action,Early,Access"
Strategy Games/Age of Empires Franchise Franchise/Age of Empires II: Definitive Edition/Downloadable Content,"6 May, 2025",World's EdgeForgotten EmpiresTantalus MediaWicked Witch,Age of Empires II: DE - The Three Kingdoms,win,"67,15zł",,,Strategy
Strategy Games,"19 May, 2020",CD PROJEKT RED,GWENT: The Witcher Card Game,win,Free To Play,Very Positive,26462,"Free,to,Play,Strategy,Card,Game,RPG,Multiplayer,Deckbuilding,Trading,Card,Game,PvP,Fantasy,Singleplayer,Nudity,Turn-Based,Sexual,Content,Great,Soundtrack,Card,Battler,Difficult,Casual,Board,Game,Atmospheric,Mature"
Action Games,"13 Nov, 2023",Uncommon UTD,Pirate Fighting Simulator,win,Free To Play,Very Positive,806,"FPS,Action,Simulation,Pirates,PvP,Shooter,First-Person,Cartoony,Multiplayer,Combat,Local,Multiplayer,Free,to,Play"
Action Games/ARIKA Franchise,"29 Nov, 2018",ARIKA,FIGHTING EX LAYER,win,"142,99zł",Very Positive,630,"Action,Fighting,2D,Fighter,Arcade,Multiplayer,Anime,2.5D,Singleplayer"
RPG Games,"1 Mar, 2024",Astra Playroom,Street Fighting Simulator,win,"4,49zł",Positive,20,"Action,3D,Fighter,Memes,Funny,Simulation,Dark,Humor,RPG,Beat,'em,up,Adventure,Casual,Arcade,Anime,Side,Scroller,Combat,Atmospheric,Emotional,Controller,Hack,and,Slash,Martial,Arts,Singleplayer"
RPG Games/Fighting Fantasy Franchise,"5 Jun, 2018",Tin Man Games,Fighting Fantasy Classics,"win,mac",Free To Play,Very Positive,317,"Choose,Your,Own,Adventure,RPG,Interactive,Fiction,Fantasy,Choices,Matter,Indie,Free,to,Play,Story,Rich,Text-Based,Adventure,Dungeons,&,Dragons,Singleplayer,Tabletop,Sci-fi,Fighting,Action,Old,School,CRPG,Cozy,Classic"
Action Games,"23 Jun, 2022","CAPCOM Co., Ltd.",Capcom Fighting Collection,win,"179,00zł",Very Positive,694,"Action,2D,Fighter,Arcade,Fighting,Puzzle,2D,1990's,Pixel,Graphics,PvP,Multiplayer,Singleplayer,Retro,Classic,Anime"
Action Games/Ranida Games Franchise,"11 Jun, 2019",Ranida Games,BAYANI - Fighting Game,win,"57,99zł",Very Positive,60,"Action,Indie,Early,Access,Fighting,Anime,Singleplayer,Arcade,eSports,Stylized,Destruction,Historical,Post-apocalyptic,PvP,Combat,Multiplayer,2D,Local,Multiplayer,3D,Adventure,Competitive"
Casual Games,"25 Jan, 2020",Webfoot,Classic Card Game Pinochle,win,"8,99zł",4 user reviews,4,"Strategy,Casual,Sports,Card,Game,Turn-Based,Strategy"
Casual Games,"25 Jan, 2020",Webfoot,Classic Card Game Mahjong,win,"8,99zł",1 user reviews,1,"Casual,Sports,Racing,Card,Game,Turn-Based,Strategy"
Casual Games,"25 Jan, 2020",Webfoot,Classic Card Game Hearts,win,"8,99zł",3 user reviews,3,"Strategy,Casual,Sports,Card,Game,Turn-Based,Strategy"
Indie Games,"1 May, 2025",Gamer Time Zone,Lunch: The Card Game,"win,mac","22,99zł",1 user reviews,1,"Strategy,Deckbuilding,Multiplayer,Casual,Card,Game,Board,Game,Tabletop,2D,Cartoony,Indie,Choices,Matter,Singleplayer"
Casual Games,"21 Jan, 2020",Webfoot,Classic Card Game Canasta,win,"8,99zł",9 user reviews,9,"Strategy,Casual,Card,Game,Arcade,Card,Battler"
Casual Games,"13 Jan, 2020",Webfoot,Classic Card Game Spades,win,"8,99zł",6 user reviews,6,"Casual,Strategy,Sports,Card,Game,Trading,Card,Game,Card,Battler"
Casual Games,"29 Jan, 2020",webfoot,Classic Card Game Euchre,win,"8,99zł",7 user reviews,7,"Strategy,Casual,Sports,Card,Game,Turn-Based,Strategy"
Strategy Games,"10 Aug, 2018",Konstantin Dvornikov,Combiner the Card Game,win,"3,59zł",1 user reviews,1,"Indie,Strategy"
Strategy Games,"31 Jan, 2021",Death,Death Trading Card Game,win,"35,99zł",,,"Massively,Multiplayer,Action,MMORPG,Survival,Adventure,Casual,Open,World,Survival,Craft,RPG,Strategy,Card,Game,Clicker,Trading,Card,Game,Turn-Based,Tactics,2D,3D,Cartoon,Cartoony,Management,Sci-fi,PvP"
Adventure Games,"8 Dec, 2024",MachineGames,Indiana Jones and the Great Circle,win,"299,00zł",Very Positive,8555,"Action-Adventure,First-Person,Story,Rich,Puzzle,Singleplayer,Adventure,Exploration,Stealth,Historical,Action,World,War,II,Open,World,Investigation,3D,Platformer,3D,Realistic,Platformer,Political,Immersive,Sim,Politics"
Indie Games,"13 Mar, 2020",Boogygames Studios,Fantasy Memory Card Game,win,"8,99zł",2 user reviews,2,"Card,Game,Board,Game,Puzzle,Point,&,Click,Match,3,Relaxing,Tabletop,RPG,Strategy,2D,Casual,Minimalist,Dark,Fantasy,Fantasy,Medieval,Mythology,Adventure,Illuminati,Singleplayer,Indie"
Free To Play Games,"9 Aug, 2019",Salo,Myths and Legends - Card Game,"win,mac",Free To Play,Mixed,588,"Strategy,Free,to,Play,Indie,Casual,Early,Access,Card,Game,Violent,Sexual,Content"
Free To Play Games/Gamirror Games Franchise,"21 Jan, 2024",Darksun Studio,Yi Xian: The Cultivation Card Game,"win,mac,linux",Free To Play,Mostly Positive,6055,"Free,to,Play,Card,Battler,Strategy,Turn-Based,Tactics,Casual,Card,Game,Solitaire,Turn-Based,Strategy,2D,Auto,Battler,Turn-Based,Combat,Relaxing,Indie,Singleplayer,Pixel,Graphics,PvP,Multiplayer,Martial,Arts,Nudity,Sexual,Content"
Casual Games,"29 Aug, 2022",JD Software LLC,Speed the Card Game,win,Free To Play,6 user reviews,6,"Card,Game,Fast-Paced,Tabletop,Puzzle,Strategy,Solitaire,Card,Battler,Casual,2D,Racing,Family,Friendly,Old,School,Retro,PvP,Deckbuilding,Multiplayer,Singleplayer,Local,Multiplayer,Free,to,Play"
Indie Games,"22 Sep, 2016",SIA Next Level,Siege - the card game,"win,mac,linux",None,8 user reviews,8,"Indie,Strategy,Card,Game"
Indie Games,"16 Jun, 2023",Interestick,Stack Island - Survival card game,"win,mac","31,99zł",Mostly Positive,10,"Simulation,Card,Game,Survival,Crafting,Puzzle,Casual,Singleplayer,Choose,Your,Own,Adventure,Exploration,Indie,Early,Access,Strategy,Adventure,Nature,2D,Solitaire"
Casual Games/Mens Sana Interactive Franchise,"20 Jun, 2022",Mens Sana Interactive,Little Inner Monsters - Card Game,"win,mac","11,49zł",Positive,47,"Card,Battler,Turn-Based,Tactics,Card,Game,Board,Game,Creature,Collector,Solitaire,PvP,Puzzle,Multiplayer,Tabletop,Turn-Based,Strategy,Strategy,Cute,Relaxing,Casual,Cartoony,Colorful,Hand-drawn,Family,Friendly,Simulation"
Adventure Games,"14 Mar, 2024",ST Stepanov Ivan AndreevichRecently Played,Museum Mystery: Deckbuilding Card Game,win,Free To Play,Very Positive,157,"Card,Battler,Roguelite,Turn-Based,Card,Game,Roguelike,Strategy,RPG,2D,3D,Story,Rich,Turn-Based,Combat,Choices,Matter,Deckbuilding,Fantasy,Magic,Atmospheric,Adventure,Singleplayer,Roguelike,Deckbuilder,Indie"
Indie Games,"29 Jul, 2022",kan.kikuchi,Cats Yakuza - Online card game,"win,mac","17,99zł",Positive,24,"Cats,Casual,Card,Game,PvP,Cute,Board,Game,Strategy,Turn-Based,Tactics,Realistic,Multiplayer,Card,Battler,Indie,Arcade,Turn-Based,Strategy,Tabletop,2D"
Strategy Games,"18 Feb, 2019",Fifth Column Games,War of Omens Card Game,"win,mac",Free To Play,Very Positive,680,"Free,to,Play,Strategy,Indie,Card,Game,Deckbuilding"
Free To Play Games,"24 Dec, 2023",The Big Marck,Battle Of Zodiacs - Card Game,win,Free To Play,Positive,23,"Strategy,Trading,Card,Game,PvP,eSports,Card,Battler,Deckbuilding,Card,Game,Fantasy,Turn-Based,Tactics,3D,Medieval,Tower,Defense,Turn-Based,Strategy,Multiplayer,Atmospheric,Mythology,Magic,Tactical,Class-Based,RPG"
Casual Games,"12 Dec, 2019",Nomad Games,Cat Lady - The Card Game,win,"17,99zł",Very Positive,210,"Casual,Strategy,Cats,Card,Game,Solitaire,Tabletop,Board,Game,Singleplayer,Indie,Cute,Puzzle,2D,Cartoon,Colorful,Hand-drawn,PvP,Resource,Management,Tutorial,Multiplayer,Local,Multiplayer"
Indie Games,To be announced,NEIL EFREMENKOV,21Pirates Card Game,win,None,,,"Casual,Simulation,Strategy,Card,Game,Tabletop,Board,Game,Atmospheric,Pirates,Indie,Early,Access,Singleplayer,Multiplayer"
Adventure Games,"3 Jun, 2020",Rare Ltd,Sea of Thieves: 2025 Edition,win,"99,50zł",Very Positive,305379,"Multiplayer,Open,World,Adventure,Pirates,Co-op,Online,Co-Op,Action,PvP,Sailing,First-Person,Exploration,Naval,PvE,Funny,Massively,Multiplayer,FPS,Atmospheric,Swordplay,Singleplayer,Great,Soundtrack"
Indie Games,Coming soon,Double EXP,Relics - The Card Game,win,None,,,"Trading,Card,Game,PvP,PvE,Turn-Based,Card,Game,Strategy,Deckbuilding,Casual,Stylized,Fantasy,Multiplayer,Singleplayer,Indie"
Casual Games,"30 Oct, 2017",Hidden Achievement LLC,Dresden Files Cooperative Card Game,"win,mac,linux","77,99zł",Very Positive,104,"Turn-Based,Board,Game,Card,Game,Tabletop,Co-op,Strategy,Team-Based,Casual,Puzzle,Local,Co-Op,Local,Multiplayer,Multiplayer,Online,Co-Op,Singleplayer,Short,Indie,Co-op,Campaign,2D"
Indie Games,"21 Nov, 2021",HFM Games,Fighting Robots,win,"13,49zł",Mixed,209,"3D,Fighter,Robots,6DOF,PvP,Physics,Character,Customization,Action,Spectacle,fighter,Martial,Arts,Side,Scroller,3D,Idler,Boxing,Combat,Wrestling,Futuristic,Multiplayer,Cyberpunk,Indie,Sports"
Action Games,"12 Nov, 2021",LTZinc,Cyberpunk Fighting,win,"4,49zł",Positive,24,"Casual,Adventure,Simulation,2D,Survival,Indie,Action,War,Horror,Shooter,Exploration,Atmospheric,Cyberpunk,Comedy,Singleplayer,Top-Down,Massively,Multiplayer,Sports,Clicker,Strategy"
Simulation Games,"3 Mar, 2020",XOCUS,Fighting Clans,win,"28,99zł",Mixed,38,"Indie,Action,Simulation,Gore,Violent,Early,Access,VR,Boxing,Fighting,Singleplayer,Experience,Great,Soundtrack,First-Person,Blood,3D,Fighter,Sports,Competitive,Physics,Atmospheric"
Indie Games/Artur Rezende Franchise,"25 Oct, 2017",Artur Rezende,FIGHTING BOX,win,"4,49zł",Mixed,14,"3D,Fighter,3D,Platformer,Boxing,Funny,Fighting,Colorful,Action,Stylized,Casual,3D,Singleplayer,Comedy,Sports,Spectacle,fighter,Indie,Nudity,Blood"
Action Games,"9 Nov, 2021",Lex de Kogel,Fighting Fiends,win,Free To Play,Very Positive,65,"Action,Early,Access,Fighting,Multiplayer,Top-Down,4,Player,Local,2D,Fighter,Local,Multiplayer,Arcade"
RPG Games,"26 Dec, 2023",Loong,Fighting,win,"27,50zł",2 user reviews,2,"RPG,Action,Roguelike,3D,Platformer,Action,RPG,3D,Fighter,Action-Adventure,Third,Person,3D,Vision,Game,Development,Combat,Singleplayer"
Strategy Games/YAW Studios Franchise,To be announced,YAW Studios,Geometric Sniper - Card Game,win,None,,,"Roguelike,Deckbuilder,Card,Battler,Card,Game,Roguelike,Sniper,Strategy,Casual,Deckbuilding,Turn-Based,Singleplayer,Indie,Roguelite,Replay,Value,Procedural,Generation,Dungeon,Crawler,RPG,Tabletop,Hand-drawn,Military,Mouse,only"
Strategy Games/5minlab Corp. Franchise,"27 Apr, 2025",5minlab Corp.,Private Military Manager: Tactical Auto Battler,win,"82,79zł",Mostly Positive,130,"Management,Strategy,Simulation,Tactical,Auto,Battler,Time,Management,Economy,Turn-Based,Tactics,PvE,Military,War,3D,Combat,Singleplayer,Early,Access,1990's"
Action Games,"28 Apr, 2022",LukasH,Tactical Combat Department,win,"91,99zł",Mixed,96,"Military,Isometric,Turn-Based,Turn-Based,Tactics,RPG,Turn-Based,Strategy,Tactical,Gore,Violent,Realistic,Indie,Singleplayer,Strategy,Top-Down,Shooter,Shooter,Early,Access,Wargame,Turn-Based,Combat,2D,Simulation"
Strategy Games,Q3 2025,B.G. Game Studio,Tactical Annihilation,win,None,,,"Strategy,Turn-Based,Tactics,Wargame,3D,Sci-fi,Turn-Based,Strategy,War,Base,Building,Space,Hex,Grid,Level,Editor,Singleplayer"
Free To Play Games,"4 Dec, 2024",Team Jade,Delta Force,win,Free To Play,Mixed,104607,"Free,to,Play,FPS,Multiplayer,Extraction,Shooter,Singleplayer,Shooter,Military,Massively,Multiplayer,Action,Tactical,Online,Co-Op,Controller,PvP,War,Survival,Co-op,Looter,Shooter,Open,World,3D,Action-Adventure"
Strategy Games,"5 Aug, 2021",Sensen Games,Tyfortress: Tactical Typing,"win,mac,linux","17,99zł",Positive,33,"Typing,Tower,Defense,Spelling,Real,Time,Tactics,Auto,Battler,Education,Logic,Word,Game,Score,Attack,Puzzle,Futuristic,Modern,Mechs,Unforgiving,Strategy,Action,RTS,RTS,Robots,2D,Top-Down"
Strategy Games,Coming soon,Zero Degree Studio,Tactical Pulse,win,None,,,"Action,Simulation,Strategy,Action-Adventure,First-Person,Shooter,Realistic,Turn-Based,Tactics,Wargame,FPS,Tactical,RPG,Immersive,Sim,Arena,Shooter,Foreign,Military,PvP,Singleplayer,Multiplayer,Co-op,Indie"
Action Games,Coming soon,Michael Richard Lannon,Tactical Ghost,win,None,,,"FPS,PvE,Shooter,Arcade,3D,Strategy,First-Person,Horror,Action,Surreal,Military,Realistic,Sci-fi,Tactical,War,Combat,Futuristic,Modern,Retro,Fast-Paced"
Strategy Games,"27 Jan, 2023",Hardy Games,Tactical Command,win,"36,99zł",Positive,41,"Strategy,RTS,Shooter,Action,RTS,Third-Person,Shooter,3D,Cartoony,Colorful,Stylized,Third,Person,Loot,Management,Mechs,Military,Sci-fi,War,Combat,Open,World,Singleplayer,Tactical"
Strategy Games/Hellride Games Franchise,"21 Mar, 2019",Hellride Games,Tactical Control,win,Free To Play,Very Positive,69,"Casual,Free,to,Play,Indie,Strategy,Multiplayer,2D"
Strategy Games/The Defenestration Trilogy Franchise,"22 Aug, 2024",Suspicious Developments,Tactical Breach Wizards,win,"91,99zł",Overwhelmingly Positive,8879,"Turn-Based,Tactics,Turn-Based,Strategy,Puzzle,Story,Rich,Turn-Based,Funny,Singleplayer,Tactical,Strategy,RPG,Tactical,RPG,RPG,Military,Adventure,Indie,Isometric,Comedy,Mystery,Fantasy,Strategy,Satire"
Serenity Forge Franchise/Keylocker | Turn Based Cyberpunk Action/Downloadable Content,"18 Sep, 2024",Moonana,Keylocker | Turn Based Cyberpunk Action Soundtrack,mac,"45,99zł",3 user reviews,3,
Action Games,"26 Mar, 2023",HammerFire Interactive,Tactical Assault VR,win,"67,99zł",Very Positive,2081,"Tactical,VR,Shooter,Online,Co-Op,Multiplayer,Wargame,Sandbox,Sniper,Stealth,War,PvE,PvP,Action,Simulation,Asymmetric,VR,Stylized,Early,Access,Cartoon,Singleplayer,Military"
